Number of points,Value of pi,X COM,Y COM,Z COM
2,2.0888728973419677,1.2852430979651424,-0.7061126804207156,-0.15175052429143143
3,2.0888728973419677,0.9034558572654346,-0.6200513514493183,0.04545567565834711
4,2.0888728973419677,0.8699006169407151,-0.5916974657045626,-0.10623403964903283
5,2.7851638631226234,0.5985312880522222,-0.5248203376793307,0.09105901320509446
6,2.6110911216774597,0.4246799418094178,-0.4199688051708157,-0.017374744314853603
7,2.506647476810361,0.26706190986234457,-0.33268092747393524,0.06175135872208719
8,2.4370183802322956,0.1411203065120345,-0.32098660429413445,-0.005736837332662101
9,2.387283311247963,0.10043214678024308,-0.2917274416861921,0.12323810114129426
10,2.3499820095097137,0.04764442895882589,-0.26543086600803517,0.030562989650836925
11,2.3209698859355195,-0.033531806472168316,-0.25800034457384585,0.02177969558630088
12,2.297760187076164,0.0428443055508416,-0.24130587538132098,-0.03858073356044787
13,2.506647476810361,0.00770405266671482,-0.23453719830072475,0.08716755773739783
14,2.4686679695859612,-0.06067291322719719,-0.16716315276047658,0.049354284942204375
15,2.4370183802322956,-0.020426042490752454,-0.12840820624541358,0.008613500701783202
16,2.4102379584715012,-0.01762177586565434,-0.043153981855578505,-0.013025360522459504
17,2.570920489036268,0.058611977834370686,-0.022092455451335646,0.04173401937536819
18,2.731603019601035,-0.01183877551798186,0.035606883667306216,0.03738804402932232
19,2.6856937251539583,0.02040309014052992,-0.00782190767009026,0.005584119964648658
20,2.834898932106956,0.0008364738172290997,0.027208853880045174,-0.053754969766460256
21,2.7851638631226234,-0.010712266525569713,-0.008062444376309694,-0.0025464541153205227
22,2.7416456777613325,0.02793443076556165,0.03369154359559039,0.024240203637706594
23,2.7032472789131345,0.003755283036880958,0.010457760319293758,0.016410669832176747
24,2.6691153688258473,-0.02967787471812457,0.009958378425622114,-0.012948595159015933
25,2.785163863122623,-0.024193570249882175,-0.02876277968996277,0.0400674609275124
26,2.7485169701867993,-0.0027939406210303287,-0.01784375268286411,0.03925028655560837
27,2.7155347665445575,0.019984969555630113,0.005800912863166797,-0.0026627421868639584
28,2.685693725153958,-0.022433045569130762,-0.016393897443328382,0.0017177747955955342
29,2.7851638631226234,-0.012441750758736277,0.02137259113731431,-0.0338272853613418
30,2.8846340010912885,0.017410879445118432,-0.017642010668229617,-0.00657310143418041
31,2.8484630418299557,0.010522434877416045,-0.0169864796359676,0.03871701357283969
32,2.943411809890954,-0.030618064567612353,0.011413334811453804,0.036198156249030555
33,2.9062579441279546,-0.0033740517672974603,-0.018483178340485344,0.0060222890047418945
34,2.9970785048819533,0.022472396796474045,0.014853664895210577,-0.019225270669809006
35,2.9592366045677876,-0.0031607761859818793,-0.0010560930011907419,-0.004841731865885358
36,2.924422056278755,0.014681577422031149,0.002454623873365675,0.01812029841703864
37,2.8922855501658016,0.007361454662393827,-0.010619196428583019,-0.009911977930006005
38,2.862529525987141,-0.02951120989228564,-0.006940357442276443,-0.00949766475841565
39,2.834898932106956,-0.004259533287504243,-0.005538882136681675,9.27916291899247e-05
40,2.809173896425405,0.002525688047119855,0.005069190329509453,-0.019553796372388316
41,2.7851638631226234,-0.008756136538955442,-0.020918366322534864,-0.004783833285319727
42,2.7627028642264735,0.010723652611373272,-0.02002143015802318,0.0050177138793504735
43,2.7416456777613325,0.004625374718001755,-0.003350002083782981,-0.020126342315678482
44,2.806922955803269,-0.022970282270601206,0.02035450298332214,-0.008536091710909799
45,2.8722002338452057,-0.020019685987631326,0.0010932990086523992,0.024017021513266477
46,2.8484630418299557,-0.00917542009735184,-0.012653913096287123,0.010265221815318144
47,2.826122155227368,0.02188973006655963,-0.006769739745553675,0.009591467874777753
48,2.8050578907163564,0.002248174299381798,0.0004168914890603573,-0.0041688920982565734
49,2.785163863122623,-0.004957945689045818,-0.013003059372798546,-0.0032748721541182974
50,2.766345188371795,0.020945145414686173,0.0006025737179118873,-0.0028584786921840993
51,2.7485169701867993,0.018808488458013414,-0.014972955347815776,0.007633839208874352
52,2.803487309590535,-0.006332490686858632,0.0023422230737161764,0.005015943171872323
53,2.7851638631226234,0.003076340914587313,0.00019527516391027738,-0.0010626494378042398
54,2.838724706644212,-0.02338099447392159,-0.00485293802922166,0.011655537349915231
55,2.892285550165801,-0.0038684793178807826,0.013232098917448122,0.0032362777969266628
56,2.8722002338452053,-7.743223417626201e-05,-0.011496547562814041,-0.00365244052487456
